dateTime,value
2021-08-04,15008
2021-08-05,19989
2021-08-06,12004
2021-08-07,5949
2021-08-08,3554
2021-08-09,3253
2021-08-10,2418
2021-08-11,2527
2021-08-12,4284
2021-08-13,2410
2021-08-14,2050
2021-08-15,4038
2021-08-16,7075
2021-08-17,6884
2021-08-18,2468
2021-08-19,1905
2021-08-20,3467
2021-08-21,8209
2021-08-22,2933
2021-08-23,1789
2021-08-24,1746
2021-08-25,1684
2021-08-26,1799
2021-08-27,3836
2021-08-28,2961
2021-08-29,2177
2021-08-30,4824
2021-08-31,2425
2021-09-01,1633
2021-09-02,8385
2021-09-03,12109
2021-09-04,1151
2021-09-05,8496
2021-09-06,4292
2021-09-07,2551
2021-09-08,2352
2021-09-09,2322
2021-09-10,6284
2021-09-11,6487
2021-09-12,2523
2021-09-13,3144
2021-09-14,3629
2021-09-15,4255
2021-09-16,3285
2021-09-17,4327
2021-09-18,11627
2021-09-19,2586
2021-09-20,5996
2021-09-21,2714
2021-09-22,1565
2021-09-23,3334
2021-09-24,3543
2021-09-25,2405
2021-09-26,2494
2021-09-27,2887
2021-09-28,1109
2021-09-29,2564
2021-09-30,1930
2021-10-01,6754
2021-10-02,2299
2021-10-03,2889
2021-10-04,1360
2021-10-05,1313
2021-10-06,2442
2021-10-07,8989
2021-10-08,1730
2021-10-09,1144
2021-10-10,2252
2021-10-11,1261
2021-10-12,1529
2021-10-13,3375
2021-10-14,1167
2021-10-15,1125
2021-10-16,2304
2021-10-17,6345
2021-10-18,2955
2021-10-19,1916
2021-10-20,1118
2021-10-21,1106
2021-10-22,1652
2021-10-23,1644
2021-10-24,961
2021-10-25,1277
2021-10-26,1244
2021-10-27,1580
2021-10-28,2252
2021-10-29,1214
2021-10-30,1311
2021-10-31,1351
2021-11-01,2341
2021-11-02,2388
2021-11-03,1704
2021-11-04,5042
2021-11-05,3803
2021-11-06,3742
2021-11-07,4151
2021-11-08,3398
2021-11-09,2786
2021-11-10,10960
2021-11-11,5146
2021-11-12,5409
2021-11-13,2289
2021-11-14,1228
2021-11-15,4387
2021-11-16,1703
2021-11-17,6340
2021-11-18,9669
2021-11-19,2938
2021-11-20,8124
2021-11-21,9822
2021-11-22,7105
2021-11-23,7819
2021-11-24,2199
2021-11-25,5644
2021-11-26,6394
2021-11-27,1990
2021-11-28,3461
2021-11-29,3901
2021-11-30,8007
2021-12-01,1474
2021-12-02,2153
2021-12-03,1279
2021-12-04,11225
2021-12-05,11799
2021-12-06,6110
2021-12-07,7118
2021-12-08,2372
2021-12-09,12176
2021-12-10,4955
2021-12-11,2723
2021-12-12,10199
2021-12-13,5384
2021-12-14,2232
2021-12-15,3858
2021-12-16,3484
2021-12-17,4938
2021-12-18,3676
2021-12-19,6974
2021-12-20,6210
2021-12-21,2550
2021-12-22,3212
2021-12-23,4006
2021-12-24,2831
2021-12-25,2067
2021-12-26,1336
2021-12-27,2611
2021-12-28,9784
2021-12-29,7509
2021-12-30,1379
2021-12-31,1832
2022-01-01,1333
2022-01-02,1562
2022-01-03,7682
2022-01-04,1486
2022-01-05,1870
2022-01-06,1352
2022-01-07,1505
2022-01-08,4773
2022-01-09,1403
2022-01-10,4543
2022-01-11,2562
2022-01-12,1157
2022-01-13,1757
2022-01-14,1782
2022-01-15,1870
2022-01-16,1880
2022-01-17,3857
2022-01-18,633
2022-01-19,3596
2022-01-20,1417
2022-01-21,8466
2022-01-22,1427
2022-01-23,2120
2022-01-24,3936
2022-01-25,1156
2022-01-26,4280
2022-01-27,1920
2022-01-28,1006
2022-01-29,1959
2022-01-30,2597
2022-01-31,2225
2022-02-01,1811
2022-02-02,2314
2022-02-03,1509
2022-02-04,4488
2022-02-05,1339
2022-02-06,3535
2022-02-07,4861
2022-02-08,4096
2022-02-09,1894
2022-02-10,1654
2022-02-11,1464
2022-02-12,3909
2022-02-13,3576
2022-02-14,943
2022-02-15,1013
2022-02-16,1780
2022-02-17,1648
2022-02-18,1284
2022-02-19,10185
2022-02-20,2193
2022-02-21,2460
2022-02-22,5053
2022-02-23,767
2022-02-24,5156
2022-02-25,1330
2022-02-26,1378
2022-02-27,8394
2022-02-28,1935
2022-03-01,2477
2022-03-02,1650
2022-03-03,2410
2022-03-04,1213
2022-03-05,4787
2022-03-06,13973
2022-03-07,5246
2022-03-08,2517
2022-03-09,944
2022-03-10,3583
2022-03-11,3150
2022-03-12,10881
2022-03-13,4659
2022-03-14,3728
2022-03-15,10514
2022-03-16,10151
2022-03-17,1923
2022-03-18,3107
2022-03-19,2673
2022-03-20,2725
2022-03-21,4309
2022-03-22,3170
2022-03-23,1133
2022-03-24,2272
2022-03-25,2193
2022-03-26,764
2022-03-27,1663
2022-03-28,1173
2022-03-29,2773
2022-03-30,3277
2022-03-31,6775
2022-04-01,1822
2022-04-02,787
2022-04-03,1563
2022-04-04,3593
2022-04-05,3885
2022-04-06,7578
2022-04-07,1505
2022-04-08,6484
2022-04-09,3564
2022-04-10,8025
2022-04-11,1265
2022-04-12,2515
2022-04-13,937
2022-04-14,3198
2022-04-15,5453
2022-04-16,6949
2022-04-17,3176
2022-04-18,2291
2022-04-19,3119
2022-04-20,6197
2022-04-21,2865
2022-04-22,1301
2022-04-23,1344
2022-04-24,3089
2022-04-25,6185
2022-04-26,1816
2022-04-27,2024
2022-04-28,8348
2022-04-29,8215
2022-04-30,3576
2022-05-01,2545
2022-05-02,1891
2022-05-03,2066
2022-05-04,11556
2022-05-05,1792
2022-05-06,1747
2022-05-07,1609
2022-05-08,2230
2022-05-09,1633
2022-05-10,939
2022-05-11,5785
2022-05-12,4193
2022-05-13,1139
2022-05-14,3546
2022-05-15,3286
2022-05-16,1563
2022-05-17,2197
2022-05-18,4044
2022-05-19,1112
2022-05-20,1022
2022-05-21,8573
2022-05-22,1117
2022-05-23,2457
2022-05-24,2871
2022-05-25,3467
2022-05-26,1200
2022-05-27,882
2022-05-28,2565
2022-05-29,8237
2022-05-30,1087
2022-05-31,1489
2022-06-01,3384
2022-06-02,3082
2022-06-03,2340
2022-06-04,9127
2022-06-05,6653
2022-06-06,1382
2022-06-07,6226
2022-06-08,3685
2022-06-09,8529
2022-06-10,14559
2022-06-11,8086
2022-06-12,8115
2022-06-13,6784
2022-06-14,4834
2022-06-15,6584
2022-06-16,4239
2022-06-17,1089
2022-06-18,1974
2022-06-19,6450
2022-06-20,798
2022-06-21,4284
2022-06-22,7452
2022-06-23,4631
2022-06-24,550
2022-06-25,1735
2022-06-26,2289
2022-06-27,9350
2022-06-28,10248
2022-06-29,1858
2022-06-30,11926
2022-07-01,12062
2022-07-02,6044
2022-07-03,8691
2022-07-04,10468
2022-07-05,7292
2022-07-06,5250
2022-07-07,498
2022-07-08,407
2022-07-09,1481
2022-07-10,1111
2022-07-11,1085
2022-07-12,841
2022-07-13,566
2022-07-14,1037
2022-07-15,1632
2022-07-16,5333
2022-07-17,5048
2022-07-18,1117
2022-07-19,3456
2022-07-20,1930
2022-07-21,1972
2022-07-22,1530
2022-07-23,3006
2022-07-24,1371
2022-07-25,5037
2022-07-26,810
2022-07-27,1039
2022-07-28,6047
2022-07-29,1451
2022-07-30,919
2022-07-31,1545
2022-08-01,1926
2022-08-02,1453
2022-08-03,5012
2022-08-04,667
2022-08-05,5029
2022-08-06,7700
2022-08-07,2528
2022-08-08,1574
2022-08-09,2228
2022-08-10,5632
2022-08-11,3824
2022-08-12,2232
2022-08-13,1545
2022-08-14,3601
2022-08-15,3746
2022-08-16,1145
2022-08-17,1793
2022-08-18,1335
2022-08-19,1636
2022-08-20,910
2022-08-21,796
2022-08-22,939
2022-08-23,1934
2022-08-24,4397
2022-08-25,3930
2022-08-26,1282
2022-08-27,744
2022-08-28,1173
2022-08-29,6640
2022-08-30,3289
2022-08-31,17311
2022-09-01,12297
2022-09-02,10656
2022-09-03,10908
2022-09-04,11040
2022-09-05,2354
2022-09-06,6378
2022-09-07,7262
2022-09-08,9466
2022-09-09,10050
2022-09-10,11637
2022-09-11,7464
2022-09-12,4465
2022-09-13,2597
2022-09-14,1933
2022-09-15,4005
2022-09-16,1799
2022-09-17,11587
2022-09-18,8920
2022-09-19,2589
2022-09-20,5516
2022-09-21,5802
2022-09-22,3163
2022-09-23,2725
2022-09-24,2216
2022-09-25,2800
2022-09-26,1358
2022-09-27,738
2022-09-28,3664
2022-09-29,5903
2022-09-30,4376
2022-10-01,11243
2022-10-02,2581
2022-10-03,840
2022-10-04,1894
2022-10-05,2468
2022-10-06,6964
2022-10-07,8737
2022-10-08,8737
2022-10-09,8306
2022-10-10,5817
2022-10-11,12929
2022-10-12,694
2022-10-13,11340
2022-10-14,10105
2022-10-15,4196
2022-10-16,981
2022-10-17,1084
2022-10-18,7692
2022-10-19,7959
2022-10-20,7275
2022-10-21,7575
2022-10-22,9448
2022-10-23,16917
2022-10-24,9494
2022-10-25,11496
2022-10-26,8067
2022-10-27,13754
2022-10-28,1805
2022-10-29,4853
2022-10-30,1959
2022-10-31,1774
2022-11-01,722
2022-11-02,4118
2022-11-03,5554
2022-11-04,2557
2022-11-05,953
2022-11-06,4721
2022-11-07,1294
2022-11-08,1763
2022-11-09,1612
2022-11-10,5474
2022-11-11,5084
2022-11-12,5816
2022-11-13,5558
2022-11-14,15406
2022-11-15,8339
2022-11-16,5216
2022-11-17,27895
2022-11-18,11413
2022-11-19,7737
2022-11-20,8710
2022-11-21,5428
2022-11-22,3013
2022-11-23,6119
2022-11-24,5555
2022-11-25,4201
2022-11-26,6875
2022-11-27,5634
2022-11-28,1758
2022-11-29,946
2022-11-30,2657
2022-12-01,2174
2022-12-02,4437
2022-12-03,11646
2022-12-04,535
2022-12-05,907
2022-12-06,1982
2022-12-07,1129
2022-12-08,2297
2022-12-09,1074
2022-12-10,868
2022-12-11,1761
2022-12-12,1818
2022-12-13,2393
2022-12-14,1411
2022-12-15,728
2022-12-16,4034
2022-12-17,970
2022-12-18,1077
2022-12-19,1145
2022-12-20,994
2022-12-21,1206
2022-12-22,801
2022-12-23,1717
2022-12-24,1551
2022-12-25,1160
2022-12-26,1810
2022-12-27,777
2022-12-28,528
2022-12-29,1133
2022-12-30,1031
2022-12-31,573
2023-01-01,1385
2023-01-02,9034
2023-01-03,843
2023-01-04,1153
2023-01-05,3707
2023-01-06,1049
2023-01-07,2633
2023-01-08,4504
2023-01-09,554
2023-01-10,938
2023-01-11,997
2023-01-12,10389
2023-01-13,1384
2023-01-14,1183
2023-01-15,840
2023-01-16,2654
2023-01-17,5383
2023-01-18,629
2023-01-19,5346
2023-01-20,3150
2023-01-21,3663
2023-01-22,4573
2023-01-23,12173
2023-01-24,12195
2023-01-25,642
2023-01-26,8607
2023-01-27,2703
2023-01-28,8229
2023-01-29,13771
2023-01-30,7941
2023-01-31,19248
2023-02-01,20326
2023-02-02,12786
2023-02-03,16729
2023-02-04,18651
2023-02-05,2358
2023-02-06,824
2023-02-07,13516
2023-02-08,29987
2023-02-09,17883
2023-02-10,12409
2023-02-11,5292
2023-02-12,4221
2023-02-13,23281
2023-02-14,28401
2023-02-15,22067
2023-02-16,11546
2023-02-17,1026
2023-02-18,2233
2023-02-19,32413
2023-02-20,27657
2023-02-21,15055
2023-02-22,8584
2023-02-23,13379
2023-02-24,5520
2023-02-25,7713
2023-02-26,39027
2023-02-27,19563
2023-02-28,16979
2023-03-01,18964
2023-03-02,18170
2023-03-03,22330
2023-03-04,24960
2023-03-05,17622
2023-03-06,22886
2023-03-07,6362
2023-03-08,4946
2023-03-09,28890
2023-03-10,23936
2023-03-11,17045
2023-03-12,10412
2023-03-13,21495
2023-03-14,1047
2023-03-15,1109
2023-03-16,10030
2023-03-17,23461
2023-03-18,20956
2023-03-19,30919
2023-03-20,3202
2023-03-21,13134
2023-03-22,19594
2023-03-23,13755
2023-03-24,16661
2023-03-25,897
2023-03-26,18171
2023-03-27,2945
2023-03-28,5870
2023-03-29,1365
2023-03-30,5555
2023-03-31,2881
2023-04-01,1809
2023-04-02,9521
2023-04-03,4894
2023-04-04,5085
2023-04-05,5287
2023-04-06,2794
2023-04-07,1112
2023-04-08,3893
2023-04-09,1377
2023-04-10,1102
2023-04-11,3644
2023-04-12,1512
2023-04-13,10353
2023-04-14,6320
2023-04-15,1630
2023-04-16,3110
2023-04-17,4309
2023-04-18,6168
2023-04-19,1354
2023-04-20,5679
2023-04-21,1966
2023-04-22,2730
2023-04-23,3278
2023-04-24,3007
2023-04-25,5070
2023-04-26,1624
2023-04-27,9686
2023-04-28,1816
2023-04-29,3152
2023-04-30,6858
2023-05-01,1529
2023-05-02,4957
2023-05-03,4220
2023-05-04,3478
2023-05-05,1927
2023-05-06,7780
2023-05-07,1236
2023-05-08,1533
2023-05-09,2877
2023-05-10,1944
2023-05-11,6489
2023-05-12,2211
2023-05-13,8002
2023-05-14,13900
2023-05-15,4776
2023-05-16,3935
2023-05-17,1054
2023-05-18,2423
2023-05-19,1442
2023-05-20,2303
2023-05-21,2412
2023-05-22,3738
2023-05-23,6653
2023-05-24,1866
2023-05-25,4269
2023-05-26,2496
2023-05-27,9568
2023-05-28,3604
2023-05-29,2089
2023-05-30,8117
2023-05-31,955
2023-06-01,6108
2023-06-02,1929
2023-06-03,1502
2023-06-04,8221
2023-06-05,6920
2023-06-06,6971
2023-06-07,5868
2023-06-08,1250
2023-06-09,2889
2023-06-10,3663
2023-06-11,2204
2023-06-12,2704
2023-06-13,2370
2023-06-14,1078
2023-06-15,2097
2023-06-16,3830
2023-06-17,1860
2023-06-18,2749
2023-06-19,2527
2023-06-20,13177
2023-06-21,2056
2023-06-22,14091
2023-06-23,2211
2023-06-24,1715
2023-06-25,6197
2023-06-26,4091
2023-06-27,1566
2023-06-28,1557
2023-06-29,813
2023-06-30,7569
2023-07-01,2791
2023-07-02,2174
2023-07-03,1250
2023-07-04,11858
2023-07-05,11929
2023-07-06,8289
2023-07-07,25608
2023-07-08,1931
2023-07-09,15706
2023-07-10,2729
2023-07-11,4508
2023-07-12,9239
2023-07-13,3128
2023-07-14,2603
2023-07-15,2251
2023-07-16,5745
2023-07-17,4319
2023-07-18,1839
2023-07-19,18652
2023-07-20,12198
2023-07-21,7934
2023-07-22,16273
2023-07-23,2844
2023-07-24,12022
2023-07-25,10960
2023-07-26,7769
2023-07-27,25210
2023-07-28,15427
2023-07-29,2983
2023-07-30,19125
2023-07-31,11921
2023-08-01,15421
2023-08-02,9354
2023-08-03,2782
2023-08-04,26558
2023-08-05,28442
2023-08-06,14016
2023-08-07,6742
2023-08-08,32380
2023-08-09,17830
2023-08-10,18774
2023-08-11,20304
2023-08-12,21094
2023-08-13,29509
2023-08-14,10152
2023-08-15,5213
2023-08-16,22964
2023-08-17,25956
2023-08-18,24282
2023-08-19,30975
2023-08-20,49054
2023-08-21,20428
2023-08-22,36598
2023-08-23,3206
2023-08-24,29776
2023-08-25,11413
2023-08-26,17553
2023-08-27,19203
2023-08-28,3353
2023-08-29,16218
2023-08-30,3545
2023-08-31,11727
2023-09-01,20158
2023-09-02,31682
2023-09-03,30451
2023-09-04,12334
2023-09-05,21195
2023-09-06,16674
2023-09-07,11801
2023-09-08,14719
2023-09-09,26413
2023-09-10,12371
2023-09-11,2335
2023-09-12,9359
2023-09-13,8654
2023-09-14,27017
2023-09-15,11200
2023-09-16,16806
2023-09-17,13041
2023-09-18,707
2023-09-19,5319
2023-09-20,1468
2023-09-21,10683
2023-09-22,13862
2023-09-23,4167
2023-09-24,16798
2023-09-25,10838
2023-09-26,3033
2023-09-27,10345
2023-09-28,12097
2023-09-29,16329
2023-09-30,25513
2023-10-01,14731
2023-10-02,14177
2023-10-03,15219
2023-10-04,10282
2023-10-05,10669
2023-10-06,19371
2023-10-07,26938
2023-10-08,1845
2023-10-09,3616
2023-10-10,27646
2023-10-11,8179
2023-10-12,33709
2023-10-13,25445
2023-10-14,29741
2023-10-15,14605
2023-10-16,6026
2023-10-17,1845
2023-10-18,12220
2023-10-19,17112
2023-10-20,19908
2023-10-21,13852
2023-10-22,5718
2023-10-23,4745
2023-10-24,4799
2023-10-25,3776
2023-10-26,13558
2023-10-27,26866
2023-10-28,29183
2023-10-29,10380
2023-10-30,2326
2023-10-31,1534
2023-11-01,4001
2023-11-02,3871
2023-11-03,17216
2023-11-04,15618
2023-11-05,4197
2023-11-06,998
2023-11-07,3077
2023-11-08,2265
2023-11-09,7352
2023-11-10,6291
2023-11-11,6894
2023-11-12,3539
2023-11-13,3916
2023-11-14,1687
2023-11-15,4513
2023-11-16,960
2023-11-17,3201
2023-11-18,2384
2023-11-19,10679
2023-11-20,13132
2023-11-21,12146
2023-11-22,32584
2023-11-23,14429
2023-11-24,3241
2023-11-25,3773
2023-11-26,4099
2023-11-27,3054
2023-11-28,7656
2023-11-29,5429
2023-11-30,2110
2023-12-01,8627
2023-12-02,3742
2023-12-03,3601
2023-12-04,2409
2023-12-05,4791
2023-12-06,2497
2023-12-07,3843
2023-12-08,2019
2023-12-09,889
2023-12-10,5940
2023-12-11,2008
2023-12-12,1136
2023-12-13,2170
2023-12-14,903
2023-12-15,8422
2023-12-16,6843
2023-12-17,535
2023-12-18,2103
2023-12-19,2143
2023-12-20,2006
2023-12-21,1823
2023-12-22,5567
2023-12-23,5479
2023-12-24,1608
2023-12-25,1347
2023-12-26,2330
2023-12-27,2093
2023-12-28,1604
2023-12-29,867
2023-12-30,289
2023-12-31,260
2024-01-01,489
2024-01-02,290
2024-01-03,309
2024-01-04,456
2024-01-05,240
2024-01-06,298
2024-01-07,1992
2024-01-08,1863
2024-01-09,1800
2024-01-10,2164
2024-01-11,5852
2024-01-12,1004
2024-01-13,1034
2024-01-14,4043
2024-01-15,470
2024-01-16,3665
2024-01-17,1155
2024-01-18,8641
2024-01-19,2723
2024-01-20,173
2024-01-21,2811
2024-01-22,3824
2024-01-23,5522
2024-01-24,2059
2024-01-25,2671
2024-01-26,802
2024-01-27,2410
2024-01-28,2120
2024-01-29,3591
2024-01-30,3967
2024-01-31,5330
2024-02-01,1467
2024-02-02,8463
2024-02-03,2929
2024-02-04,7258
2024-02-05,3674
2024-02-06,2465
2024-02-07,1064
2024-02-08,5688
2024-02-09,2080
2024-02-10,1033
2024-02-11,3271
2024-02-12,5693
2024-02-13,4944
2024-02-14,3083
2024-02-15,12114
2024-02-16,3411
2024-02-17,1998
2024-02-18,4245
2024-02-19,9322
2024-02-20,12064
2024-02-21,3738
2024-02-22,9762
2024-02-23,7597
2024-02-24,4007
2024-02-25,3016
2024-02-26,2837
2024-02-27,2468
2024-02-28,5714
2024-02-29,10302
2024-03-01,1159
2024-03-02,1815
2024-03-03,8214
2024-03-04,2476
2024-03-05,726
2024-03-06,1380
2024-03-07,8878
